,budget,cast,keywords,production_method,franchise,creative_type,genre,production_companies
Insomnia(2002),46000000.0,18.678739540704008,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.465131576499882
Prisoners(2013),46000000.0,18.651037143649653,18.547522345533338,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.455805244680743
Courage Under Fire(1996),46000000.0,18.700116690924464,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,19.515056821986562
Inchon(1982),46000000.0,18.440887489261307,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Liar Liar(1997),45000000.0,19.325895374681167,18.342025459830218,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.118179303891296
A Bug's Life(1998),45000000.0,19.950669112963897,19.146568873778502,19.524538422716148,18.1041296577019,18.77027429612816,19.26045758445077,20.01986657980022
Taken 2(2012),45000000.0,19.143638888495097,19.142366524151345,18.275310324703984,19.521876162390964,18.01463592913939,18.139730905563592,18.822468893666628
The Flintstones(1994),45000000.0,19.260976079176224,19.56245533069565,18.275310324703984,19.10889043873775,18.16216731290656,17.90034899737404,19.579745750276548
Scary Movie 3(2003),45000000.0,18.2706502231959,18.617939018595283,18.275310324703984,18.9087959654592,18.01463592913939,17.90034899737404,15.7295503586238
Miss Congeniality(2000),45000000.0,18.789552589714106,18.882441803862307,18.275310324703984,18.82552136853985,18.01463592913939,17.90034899737404,18.59916858936986
Journey to the Center of the Earth(2008),45000000.0,19.1148990524828,19.720050409174043,18.275310324703984,19.40387701675398,18.873247430393473,19.26045758445077,19.065417239241
The Pelican Brief(1993),45000000.0,18.823175193848826,18.342025459830218,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.38447000987544
The Princess Diaries 2: Royal Engagement(2004),45000000.0,18.663085069266643,19.078998108144116,18.275310324703984,18.734469797989377,18.01463592913939,18.157693837343455,19.758072303309614
The Bucket List(2007),45000000.0,18.88668485362622,18.27158905506587,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.945968733755134
The Client(1994),45000000.0,18.882223242476613,18.07853048275495,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.88644868795221
The Muppets(2011),45000000.0,18.84116855096939,18.80482037741567,18.275310324703984,18.074424535167847,19.19151692521183,19.26045758445077,19.758072303309614
Patriot Games(1992),45000000.0,18.97211752122029,19.248130080631007,18.275310324703984,19.000788126053877,18.01463592913939,18.97985589795907,19.02109151875637
Monster-in-Law(2005),45000000.0,18.837460174966655,19.22848707497603,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.650075863867514
Training Day(2001),45000000.0,18.572900836621468,18.23806496617643,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.36943876977901
The Girl on the Train(2016),45000000.0,18.64702464657531,18.50049072279373,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.506719321515263
Galaxy Quest(1999),45000000.0,18.862577141080244,18.301832913974504,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,19.021167648486696
Scary Movie 2(2001),45000000.0,18.435288138833176,18.41924655161286,18.275310324703984,18.9087959654592,18.01463592913939,17.90034899737404,15.7295503586238
Blade(1998),45000000.0,18.80251403895302,19.466057670214077,18.275310324703984,18.71702548633562,19.860839450804544,18.97985589795907,18.64417035004938
Coach Carter(2005),45000000.0,18.404405668287858,18.26667261367091,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.524326839396537
The Bounty Hunter(2010),45000000.0,18.570887946378225,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,19.193742423137866
Changing Lanes(2002),45000000.0,18.431548382973734,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.54018931934763
Anaconda(1997),45000000.0,18.59515470092841,19.37491655477432,18.275310324703984,18.407862280703625,18.01463592913939,17.834108927330956,15.7295503586238
Underworld: Evolution(2006),45000000.0,18.846899529719344,19.130391626929825,18.275310324703984,18.532720419618546,18.77027429612816,18.97985589795907,15.7295503586238
Coyote Ugly(2000),45000000.0,18.839788940074037,18.054750098000994,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.14020002996749
Love Actually(2003),45000000.0,19.00454725768378,18.896720686932646,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.445601281708967
Jack(1996),45000000.0,18.469085789290393,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Specialist(1994),45000000.0,18.591822326536168,17.815035505679685,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Office Christmas Party(2016),45000000.0,18.615048404215127,18.47630022741277,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.576373853388
Tin Cup(1996),45000000.0,18.063854545249683,17.864337345625618,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.99124831281146
"Yours, Mine and Ours(2005)",45000000.0,19.162959524328727,18.672691133372734,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Kicking and Screaming(2005),45000000.0,18.460468888709393,18.117383188720083,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.292510193691783
Resident Evil: Extinction(2007),45000000.0,18.53264086004215,18.972787693631364,18.275310324703984,19.11160262586265,18.873247430393473,18.97985589795907,15.7295503586238
Fat Albert(2004),45000000.0,18.97222752403624,19.56245533069565,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.53558586402135
Savages(2012),45000000.0,18.57354361588104,18.59748600025147,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.951035438048635
The River Wild(1994),45000000.0,18.18435236627785,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Blended(2014),45000000.0,18.70538266471136,18.52970348884689,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.491902420886714
All Eyez on Me(2017),45000000.0,18.18566170384456,18.147724667001164,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.09851269492642
Last Holiday(2006),45000000.0,18.789309404115652,18.71821860703796,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
16 Blocks(2006),45000000.0,18.395896438153407,18.383098773063043,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.17896668899586
The Indian in the Cupboard(1995),45000000.0,18.723772750259357,19.109335842315,18.275310324703984,18.1041296577019,19.19151692521183,19.26045758445077,15.7295503586238
Cellular(2004),45000000.0,18.532137797122875,18.548656082534592,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.37815207244894
The Ant Bully(2006),45000000.0,18.354463244289402,19.48406171396564,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.65604856981173
Johnny English(2003),45000000.0,19.89142938151009,17.808199658742765,18.275310324703984,18.865876444665947,18.01463592913939,19.26045758445077,15.7295503586238
Dune(1984),45000000.0,17.85727884796973,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,15.7295503586238
Aliens in the Attic(2009),45000000.0,18.748274680537058,19.432132838787297,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,18.9776032755951
Revolutionary Road(2008),45000000.0,18.494340912669895,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,17.884209929182937
Babylon A.D.(2008),45000000.0,18.299098817918768,19.645554617443537,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,18.22049187179059
Frankenstein(1994),45000000.0,18.810454974161487,18.982288514897935,18.275310324703984,18.1041296577019,18.36012208329262,17.834108927330956,18.627187848964827
The Glimmer Man(1996),45000000.0,18.341064110975896,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Multiplicity(1996),45000000.0,18.16273416134095,19.1275074873835,18.275310324703984,18.1041296577019,18.873247430393473,17.90034899737404,15.7295503586238
The Pledge(2001),45000000.0,17.91241809578782,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.02173621242353
The Phantom(1996),45000000.0,18.62907573926832,18.36914189841422,18.275310324703984,18.1041296577019,19.860839450804544,18.97985589795907,15.7295503586238
Rebound(2005),45000000.0,18.813247245924227,17.585973219521037,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
The Ghost Writer(2010),45000000.0,18.115374640568664,18.320799200863902,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
All the Pretty Horses(2000),45000000.0,18.83220488802427,18.243719785855735,18.275310324703984,18.1041296577019,18.16216731290656,17.75837214108549,15.7295503586238
Bangkok Dangerous(2008),45000000.0,18.114780382514553,18.656338178281782,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Nixon(1995),45000000.0,19.094395906934345,17.80364633232286,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Dredd(2012),45000000.0,17.991723143028207,18.9029563073947,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,17.969885686667872
The Rum Diary(2011),45000000.0,18.24799915974838,18.060615442663966,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.93302474415382
Deep Rising(1998),45000000.0,18.842998670397243,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Johnny English Reborn(2011),45000000.0,18.90035554843401,18.58529638811662,18.275310324703984,18.865876444665947,18.01463592913939,19.26045758445077,18.491156364611513
Miracle at St. Anna(2008),45000000.0,17.06059045188366,18.13959540432045,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Big Trouble(2002),45000000.0,19.206621307823102,17.705866649379942,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Man cheng jin dai huang jin jia(2006),45000000.0,18.66701866598894,17.77577296797954,18.275310324703984,18.1041296577019,18.16216731290656,18.97985589795907,15.7295503586238
Love in the Time of Cholera(2007),45000000.0,18.607639976748246,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Pinocchio(2002),45000000.0,18.499411991839818,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,19.26045758445077,15.7295503586238
Shadow Conspiracy(1997),45000000.0,17.896908566080135,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Argo(2012),44500000.0,18.886006738681747,19.0367027310541,18.275310324703984,18.1041296577019,18.16216731290656,18.139730905563592,19.08814019695632
The Fugitive(1993),44000000.0,19.13100447583829,18.575107851674435,18.275310324703984,19.58869278160438,18.01463592913939,18.139730905563592,19.38447000987544
Rambo: First Blood Part II(1985),44000000.0,19.248129045045552,18.901944762993125,18.275310324703984,18.992821322356633,18.01463592913939,18.97985589795907,19.02625157533827
Sleepers(1996),44000000.0,18.950910022948886,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.337988442417426
Charlie St. Cloud(2010),44000000.0,18.363880677357777,18.554852745477433,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Juror(1996),44000000.0,19.18236293994819,17.815035505679685,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
The Interview(2014),44000000.0,18.400112002561087,18.00898682208211,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.624845769814257
Heaven's Gate(1980),44000000.0,17.052965574828583,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
The Heat(2013),43000000.0,18.964127869522915,18.6050463628635,18.275310324703984,19.1570953995697,18.01463592913939,17.90034899737404,19.363214743645617
Finding Forrester(2000),43000000.0,18.305528839803188,18.152056935625,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.193742423137866
28 Days(2000),43000000.0,18.45686007627841,17.909774701591466,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.0384768753183
Danny the Dog(2005),43000000.0,18.241539113695598,18.123290279027785,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
The Sweetest Thing(2002),43000000.0,18.38328835714651,18.472074058997634,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,19.193742423137866
A Monster Calls(2017),43000000.0,17.915136409112154,18.403821025620093,18.275310324703984,18.1041296577019,18.77027429612816,17.687104458583065,18.053159579195487
The Mechanic(2011),42500000.0,18.16299872785268,18.75466666382559,18.275310324703984,18.055494278266345,18.01463592913939,18.97985589795907,18.363188130787616
The Firm(1993),42000000.0,19.00049510515064,18.07853048275495,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.729780009990694
21 Jump Street(2012),42000000.0,19.082440606397775,18.514162616549278,18.275310324703984,19.354242998001844,18.01463592913939,17.90034899737404,19.26671009327638
Notting Hill(1999),42000000.0,18.879153524975045,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Chicken Run(2000),42000000.0,18.94865473882746,19.170465134154114,18.467569537211936,18.1041296577019,19.19151692521183,19.26045758445077,19.311754941428035
